Bedrooms,Bathrooms,SquareFootage,Zipcode,Price
6,2.0,3821,97986,902072.1755935778
2,1.5,3740,26303,625056.0633095998
6,1.5,5664,34031,1081451.4462117618
8,4.0,5500,97389,1086360.779310867
2,5.0,1853,27977,430714.0378501362
4,1.5,1322,52707,281339.02133859
6,4.0,5791,24465,1153580.5627912018
3,4.0,5697,85761,1004414.4180885156
1,4.0,683,26640,198310.79432280423
3,2.0,5435,41535,1033131.06697208
5,4.0,3970,49280,907552.0228102491
4,1.0,4419,12991,639028.1012220165
3,1.0,3964,27801,655894.7807936142
2,3.0,2357,99680,566455.4055559651
5,1.5,4918,17965,777525.4550678901
5,5.0,3380,23730,851687.2017750044
3,4.0,3887,39553,728169.0571039171
8,2.5,3052,18301,579447.205984331
3,2.5,5888,28936,1146070.657695253
8,1.5,928,24155,280441.8603845619
4,3.0,1025,96653,215162.6584538915
1,2.5,1369,58848,296202.7824506304
3,1.0,5915,12042,868815.421418983
7,4.5,4575,28565,1071780.2747452434
8,2.0,1207,57602,293855.6981933424
3,3.5,2452,47260,463467.5894166524
6,2.5,3272,46326,687816.6358446326
2,5.0,2724,52581,549152.2212358228
7,4.0,1900,13658,527744.9799356746
7,5.0,5615,91855,1200000.0
8,2.0,1065,94614,282497.06082657044
6,1.0,2564,47548,534672.9894956829
6,3.0,2545,29668,556054.0261533059
5,2.0,5879,50285,1200000.0
8,3.5,3139,32546,568804.5562025497
1,4.5,2960,47874,604589.5802045296
2,2.5,2639,61318,501016.4099261993
4,3.0,1784,47165,330443.7362129365
7,3.0,4534,72970,884330.7554909638
4,2.5,3817,66820,699426.3061112904
3,2.5,3382,55411,513906.6371555895
3,2.5,1377,90358,277012.15162327467
4,2.5,3979,95312,843937.322544915
3,2.5,3018,85998,557131.5395590944
1,3.0,4677,46479,1105619.2035637635
6,1.5,4862,49906,940543.904357011
3,1.5,3039,83198,630827.7732188118
5,5.0,5431,82940,1116912.5271141434
3,1.5,5620,52605,944460.6228064476
2,3.5,5869,19542,974458.715070505
1,1.5,2589,91440,549750.9609770966
2,3.0,1666,37774,363406.0563883837
2,2.5,1544,18556,332088.01326525834
5,4.0,628,56123,200449.96142715617
1,4.0,2497,88342,524240.10407733865
1,3.5,5750,52586,1139126.0345833988
8,3.0,2297,24864,639558.5736163633
1,1.0,3414,68989,520585.83799541875
1,2.0,3965,66093,773866.466268187
1,5.0,3088,43749,565627.5442102813
5,1.0,2265,69739,540368.2141706146
3,3.0,5219,52996,742494.0720213251
8,1.5,2170,27305,446077.9688020833
2,2.5,2333,87474,473495.67185487185
1,1.0,1359,26318,298925.8008694216
7,2.0,2757,62810,622884.3776188171
3,4.0,1951,95915,351473.80678614666
3,2.0,4076,47820,735445.3286499173
2,2.5,1868,71800,436477.59522638423
5,1.5,2385,80942,538251.8513593129
4,2.0,4549,30661,695475.1726500054
4,5.0,3207,93394,686487.6827119448
3,2.0,998,40816,267262.0646870964
6,3.0,3230,22850,749221.0408477439
6,1.5,3046,88137,553144.6058586045
2,2.5,2269,75057,430851.9450269387
4,4.0,838,49866,227602.7091234072
3,4.0,4136,36644,785576.5866205296
5,2.0,4461,62919,806934.6221212951
4,3.0,3703,37428,649492.3730520967
3,1.0,1746,68491,422917.1618724015
3,1.0,2157,43380,435241.52086396026
1,3.0,4338,82822,805634.9438454235
5,5.0,2757,85604,569988.3944939824
1,1.0,5990,85341,1070223.2235946113
2,1.0,4051,13017,902277.3525305096
1,2.5,899,96708,189475.49508715598
7,2.5,4298,19926,742169.8345426084
1,1.5,4653,54508,810166.1722066234
7,5.0,5459,33486,1166795.5161249107
4,5.0,848,39511,328155.48549801507
6,1.5,3168,20002,608937.9181393983
8,5.0,4729,58586,948321.833366928
8,3.5,4923,78737,1121527.8720462795
3,4.5,5280,74668,1121026.2954342158
8,2.5,3460,37048,708308.349682271
7,1.5,1323,50324,336103.14144907723
5,1.5,1169,76877,244250.16062218632
1,5.0,819,89517,253295.26174112255
7,1.0,1994,84232,452047.8866569167
5,4.0,3434,24525,824164.7448703505
6,2.0,2722,62634,693927.2877146188
8,2.0,4831,71491,981095.7224981241
6,1.5,4600,15565,877621.4682446689
8,3.5,4949,90483,1078067.34070677
1,1.5,3689,82053,794270.9919523287
2,2.5,649,24287,182702.8188340072
1,5.0,1114,87365,305681.07042099565
4,5.0,3391,12422,839134.7269517427
7,3.5,3378,39060,748248.2907618536
3,2.5,3218,51633,589987.3610646806
2,4.0,2437,81521,495958.52298936126
1,1.0,5271,23790,916946.8746243011
5,2.5,1765,35168,306636.5988115083
2,3.0,5598,34019,1118316.475484014
7,4.5,2849,53739,723804.6663737915
8,1.5,1014,13668,263573.24263749726
2,3.0,2868,86280,530519.8470481767
8,3.5,1704,38754,369852.7063981496
7,3.0,5458,65614,1182843.3475709062
1,5.0,5258,95058,864441.4421740074
7,1.0,3956,14509,784569.0675610014
2,2.0,3016,12500,605141.5578241997
5,1.5,2534,85440,609261.4321447319
6,2.0,803,36921,230963.82977847548
2,5.0,668,64551,265705.14804564405
7,5.0,1115,26683,306989.7889233243
6,1.5,4163,87952,704333.0342870641
7,2.0,5056,24833,817404.8829859089
5,2.5,2064,28290,395447.79908586317
7,5.0,5750,24003,1122368.4785650563
1,2.0,2252,81656,415428.52782761137
3,4.0,1306,51253,361859.16949133883
8,2.0,2225,89787,420031.5323590173
8,4.0,5352,61025,1008707.7074727159
2,4.0,4385,98022,770854.9306360206
3,5.0,1945,81708,391536.9722830144
7,1.5,943,32706,219630.58581932564
5,3.5,4386,94008,782530.665261292
2,5.0,1135,97231,271847.27397014026
7,1.5,954,52732,320063.0366167906
6,1.5,4142,86591,705495.771617741
4,3.0,5623,42716,981025.9344560751
7,4.5,1582,16880,516158.0923511339
3,5.0,1945,38949,526201.7483906273
2,1.5,3609,95346,676330.1062271312
3,3.0,1126,76064,241220.56174124678
2,4.0,1530,53093,405023.1880020375
7,3.5,3356,93844,516282.6405254194
1,3.5,2882,32844,596191.8780885919
6,4.0,2546,32360,576927.55430695
7,2.0,4527,97941,847054.3306237598
8,2.0,5982,92782,1188660.8950821462
3,5.0,3141,53322,793032.4381262773
4,4.5,2516,30704,412737.86682890804
4,3.0,3960,62646,777012.622012998
5,3.5,2193,58181,401326.6501449539
2,1.0,3525,40589,627524.009796694
3,1.0,4225,97972,829047.8688513816
5,2.5,1823,93562,385462.37175828085
3,1.5,2559,91229,423687.0018603092
8,4.0,1565,19212,388972.17501309747
2,1.5,5659,23850,1166885.575519215
7,1.5,5592,49767,1080233.3936570135
7,3.0,4278,17322,918096.5589569273
4,2.5,4912,45911,1018664.348569613
7,4.5,1222,56580,348500.24961893517
7,2.5,5048,60622,891469.2072608067
8,3.5,5387,15678,840822.9893873624
1,3.0,5326,75265,1007190.2126214905
4,1.5,2972,76918,697118.0465806215
5,4.5,3548,31780,953345.4890577466
6,1.5,3899,37506,837374.0002349678
1,5.0,1768,52296,361247.13275837887
5,5.0,5349,49882,850455.9190178014
2,2.0,991,70510,256342.58208512038
1,2.5,4409,52202,640894.2710459363
8,4.5,3007,11705,672476.6572655481
5,5.0,5464,81533,1200000.0
2,2.0,5492,97983,918422.0976418363
4,3.0,5627,50730,1000802.9918834856
6,4.5,4860,90071,980094.783989405
2,2.0,5428,41051,775344.4212075451
7,4.0,1180,87665,278543.68853121955
3,4.5,1420,60467,332581.81148438243
2,2.0,1847,40785,351195.303504911
2,1.5,723,39402,160246.30268893146
6,4.0,5039,12704,883151.4764308202
3,5.0,2474,37027,513713.63169260207
7,1.0,1123,69092,258655.8089538818
5,2.0,3723,15725,827381.1985758299
5,3.0,4824,74105,1008016.5620709849
2,2.0,5854,35223,1200000.0
8,1.0,3798,37384,635836.4062817862
8,4.0,3385,72993,867295.4764100286
3,4.0,2718,40027,541216.0338375072
3,4.5,1810,22767,400918.77035953646
7,3.0,1626,97017,331133.65116567584
6,3.0,4717,28354,769810.3959650792
4,3.0,4861,58777,1033890.9592364833
5,1.0,1097,94682,251902.44925747174
6,3.0,5129,31901,904573.3726693129
1,3.5,3405,59966,694648.0502690843
5,1.0,5532,78637,888293.6079512286
6,4.0,2293,26515,515984.2410545189
5,1.0,5358,34806,1151540.1032633404
4,1.5,1324,13573,288003.4212600516
1,1.5,975,51941,217429.61552546456
8,3.0,4998,53915,1155683.9585074892
8,4.0,3052,63780,575736.073151322
4,1.0,4459,15060,893123.4163019006
7,1.0,2286,59094,447664.9217697959
1,1.0,5403,66899,1120180.4332955487
2,3.5,5612,65421,890562.1146890961
6,1.5,856,55610,188149.5760858884
1,1.0,5094,20933,732933.8018721769
7,3.5,4200,82168,781415.5276422051
7,1.5,650,53898,200504.96368061428
4,3.5,1194,98509,338966.72497788083
5,4.5,5513,15589,1155861.0561307718
1,1.5,5331,21612,812807.028991208
6,5.0,4473,57611,1054309.8585490973
1,4.5,4036,28888,997905.7676232695
3,1.0,1672,29417,344101.061393055
5,4.0,5837,71323,1010265.2514003196
6,3.5,2076,87551,545822.475262309
8,3.5,5470,55440,1004292.7848832547
6,3.5,3620,45744,737059.0482193731
2,3.5,2264,93391,389359.8225721094
4,4.0,5092,21891,1117808.8624865431
2,2.0,3330,82131,627294.3906651594
6,3.5,1995,72093,429849.9585407263
5,2.0,4497,60294,856695.6896446816
1,4.0,5816,38557,1103000.9836033625
8,4.0,5224,97472,1039670.5094941292
1,4.5,5380,71166,867030.7261304604
5,1.5,4645,93817,924192.3245315527
6,5.0,3260,12192,796262.7915360439
7,3.0,2833,55032,531257.0211682388
1,5.0,3922,59851,660950.1825042778
7,3.0,4797,52861,878020.7591617141
1,4.0,4818,44946,1058747.8543660555
1,5.0,2701,59884,439397.6485381931
8,2.5,1906,56360,602593.1498261249
4,1.5,2237,73252,384756.0412258877
4,5.0,1740,51472,403594.9571126676
3,1.5,1215,45455,275141.7580408016
2,2.0,5252,38672,940695.2196610527
5,1.5,4809,13756,908471.8038904634
5,2.0,2166,98454,370517.79652775737
5,3.5,1576,80030,384879.7398825877
3,2.0,5396,68151,833103.029477207
4,4.5,1916,44047,455556.28956818924
6,3.5,2939,82074,546702.5671395056
7,4.0,4956,72391,944685.0266060935
8,1.0,2696,12221,596376.2921412789
7,2.0,5725,15164,964480.8809860053
6,2.0,978,43622,302108.3469839755
8,1.5,4065,45980,905462.7133519753
3,4.0,2871,61738,487837.7460238183
6,5.0,1646,94688,475846.22110866266
5,2.5,1607,89921,402393.2934598646
2,3.0,709,33612,190903.8553663676
1,2.0,3371,88066,533228.896015803
7,5.0,4483,78876,1064530.9905164926
4,2.5,3200,70572,558850.2020720937
4,3.0,3843,98660,819693.2100002428
3,1.0,1605,43043,307742.80266937334
8,1.5,5393,87831,1064357.13607487
4,5.0,905,95783,272473.1733423045
5,1.5,1558,76250,388919.55649060267
7,3.0,1553,48822,340787.55992739205
6,4.5,5870,69424,1094174.5239131849
5,2.0,3268,76345,618083.6137476774
3,3.5,4138,62878,722193.8849245821
5,2.5,3277,74963,659758.6827521126
6,4.0,2230,95898,535299.9543426865
2,2.0,2391,10036,400375.9903682379
3,3.5,3203,42402,782958.0530850521
2,5.0,2571,20273,584337.0596929297
1,1.0,666,35030,141669.17669178077
2,2.0,5875,62460,1200000.0
1,1.5,1434,86939,271770.2108459227
1,4.5,805,90573,245450.05400205738
2,4.0,3433,29039,749258.7714743941
3,1.5,4850,24017,874552.463894309
8,3.5,2314,92901,536972.0281547814
6,2.0,2132,49215,567770.7565892728
5,4.5,3745,22583,932645.6692130029
5,2.0,3720,42919,614173.9213280512
6,5.0,1307,57025,343355.1127176402
7,1.0,778,54254,234642.26652185197
7,3.0,5767,56275,1087927.0268901272
1,2.0,5791,67943,810926.519529243
1,3.5,712,19514,174293.1467360472
3,1.5,1356,48416,294934.18616431364
4,5.0,1496,11511,328847.821666966
2,3.5,3468,28642,704660.2981552164
1,4.0,758,92151,201095.43486840694
5,3.0,1385,61894,312154.03289041953
3,5.0,2403,34225,488434.606116365
2,1.0,2439,30846,478277.6667418166
3,3.0,3768,39152,700778.7112106263
2,3.5,2898,76107,535295.8282907367
2,4.0,4678,60354,772374.2406500593
6,2.5,2142,36188,443160.9786550127
1,1.0,4808,70910,825771.6349589188
8,4.5,4954,52530,903710.0475066322
3,2.5,2754,88753,701890.0660795427
8,2.0,1174,51999,389877.33629846387
3,4.0,3638,16609,601344.9178794133
6,1.5,1981,68769,435858.50883997564
5,4.5,1822,57397,457861.0458806623
8,3.5,3074,59322,706681.8476816003
5,4.0,2101,15151,537315.7104683948
7,3.0,1458,16406,391478.5826036909
1,5.0,4174,72678,876059.0438451838
1,3.0,4329,57062,887085.6105516201
4,3.0,3565,90429,633459.5430152806
6,2.0,3791,42956,769668.8385391098
5,1.0,2196,63830,541026.7623105566
2,1.5,2161,82681,461094.64952103887
3,4.5,3122,23133,648747.9671126036
1,1.0,3199,22209,622939.9074524102
8,4.0,2991,84681,483394.13415165106
3,3.0,3275,64345,603848.8927488821
3,2.0,2783,52585,641802.0470618515
4,4.0,876,44638,212992.67788514192
5,5.0,4482,30645,950972.8710820412
1,1.5,4204,28408,810843.5585259502
3,4.5,2678,22521,527632.1222805687
1,5.0,4942,97414,969435.2600511409
2,2.0,5106,48221,910090.4335992121
4,1.5,4677,31086,984235.6242748094
2,4.0,4768,26923,938271.0672019784
1,3.0,1720,91761,371913.7576606685
7,3.0,5368,17202,1153532.995427521
8,3.0,3123,47206,646527.2686182098
1,2.5,3970,29885,733834.1085633659
5,3.0,4982,21218,1012548.5800294194
3,2.5,2508,55692,509150.77541578596
3,3.5,4120,62689,891632.4548016561
2,2.5,4907,16716,932896.5597002016
8,1.5,5096,26088,1049397.7058338767
4,5.0,5350,41001,1096774.479762488
7,1.5,3705,32584,733791.032509302
6,5.0,1097,14286,353912.9951081867
8,3.5,4187,14739,1017295.4604144049
3,5.0,4793,40158,853103.8780936591
5,5.0,3013,15605,664785.936017044
8,2.0,4400,66492,742300.42666905
2,1.0,1062,13321,197551.75707863405
2,1.0,3360,54541,498262.5264076521
6,2.0,4057,61701,893843.5313967175
5,3.0,872,22170,218700.55395575025
4,2.0,1750,66045,404939.9746599854
8,5.0,5807,18933,959454.0551645395
5,5.0,3989,98228,690607.379949194
4,2.0,618,19906,133553.37720938126
5,2.0,2216,33814,563436.4750360404
5,3.0,3778,10818,679650.6995377593
1,1.5,4681,18434,1038375.2808690307
2,3.5,1011,66153,284864.41519398976
8,4.0,1341,40571,372676.73294242076
5,5.0,3271,50694,719257.7523012433
8,3.5,3379,55485,727487.2849247458
6,2.0,3224,22069,686138.114060989
5,3.0,1114,67198,214263.25545630738
3,2.5,806,48662,221866.69530175906
2,3.0,1547,98970,357516.1635009466
3,4.5,3041,62169,628060.6605616246
8,4.5,2428,82928,615345.5449241438
8,3.5,4198,26102,827870.6350437454
2,1.0,2767,43457,435847.49025444756
8,4.5,2256,97798,548291.0694619252
3,4.5,1201,62290,341593.3303317073
5,1.5,1311,21932,270048.32600145973
5,2.5,5677,21766,1012887.9149645881
1,1.5,1803,98247,374011.73695343605
6,2.5,1991,23292,508152.54084060935
8,4.0,3296,96223,619993.2766494214
3,5.0,3872,57631,733447.6361443913
8,4.5,5525,82944,948194.2313991681
8,5.0,3731,86230,647220.3936605148
4,4.5,4330,44533,898193.0384298464
1,1.5,3266,90773,557381.7715433685
3,4.0,1149,15778,292350.26597744925
3,1.5,5341,45059,925432.8920355525
8,1.5,4582,14866,732842.3368272722
1,2.5,1844,83965,316158.13178657007
5,1.0,4486,70661,692562.0024094334
3,3.0,4612,53352,958937.6480010798
5,3.5,3149,98373,628896.8297375097
1,5.0,3804,60736,710189.1645358147
5,4.5,1445,44075,304822.7940029005
2,1.5,5145,91951,976893.412207314
4,1.0,643,34104,183795.66183054482
7,1.5,1258,75827,353637.01224325714
3,4.0,5423,79222,958466.5647739272
6,2.5,4530,11642,678635.5775739626
4,3.0,3467,72845,793997.7692612881
7,4.0,5743,99686,1200000.0
5,2.0,5893,18769,1200000.0
3,1.5,4247,79445,669789.4598605586
5,4.0,5838,60375,1049210.168052274
2,3.0,3382,42078,732162.8897456733
1,1.0,2291,22268,450097.2067758508
3,1.0,2825,20844,677429.3335708202
7,5.0,3666,84174,986732.3586057293
7,3.0,2547,70763,585639.4426779385
2,1.0,1965,21233,353742.567581781
2,4.0,3730,40496,623544.3856954535
8,5.0,5133,27806,980327.8738981971
3,1.0,5121,50326,754684.7624272057
5,2.5,1567,88807,376058.04729294754
6,2.0,2004,49513,349033.23695275025
7,3.0,1085,61761,333974.5584465677
7,4.0,2355,29465,604945.8078340768
2,4.5,4230,49502,906978.289921994
4,1.5,3568,89396,584466.1699752075
2,4.0,2179,18250,485437.16523842077
6,1.0,3395,70503,647823.1814533194
5,4.0,650,31310,261198.736930178
5,4.5,5753,42206,1101510.1850099375
4,1.5,2259,19764,421168.87603211764
7,5.0,4900,65596,1046425.8602726494
2,1.0,3387,22842,704233.796123274
8,3.5,5789,99579,1200000.0
5,1.0,5228,12976,1180117.1719590267
6,2.0,2755,17426,534764.1895061678
3,3.5,5960,32887,1200000.0
1,2.0,4946,36710,926784.6319139149
1,4.5,4830,51387,866618.0237824535
1,3.0,3761,57470,767505.8172503951
8,1.5,2214,16486,443720.2253417481
7,2.5,3336,49258,652256.0318447672
2,5.0,1006,32623,268700.40126932843
4,2.5,3979,33806,757208.3766148573
8,4.5,4797,15973,988310.9797334988
8,3.0,1984,56215,408226.9352359937
5,1.0,4295,55939,797819.1210932177
3,4.0,5099,39157,942009.9943669417
8,2.0,5509,15521,883678.0279748839
6,4.5,3502,22891,768536.7534308274
3,2.0,2229,92331,522869.4648204742
6,1.0,3862,32474,744625.0145120259
7,3.0,1626,36507,359390.0724713527
2,1.5,3589,20687,696584.7574819579
1,2.5,5716,21009,795723.4827574127
8,1.0,2824,98762,535791.9546209777
2,5.0,5976,98484,1141410.6049057397
7,3.5,3520,54291,645399.4844121035
4,4.5,4915,58296,895167.6623631171
4,2.5,4868,50225,1077429.6617539264
7,5.0,3383,97638,662649.8002864348
6,1.5,2013,44828,526418.2344326549
5,5.0,5197,46102,996093.8438727481
5,3.0,4248,66342,971868.7703845782
6,3.5,3408,43712,647145.6787224049
4,2.0,3931,36823,764097.570918588
4,2.5,2778,15361,466127.84691237693
8,3.5,1397,90174,405019.38511968974
4,4.0,3446,48052,624842.1488853771
2,1.0,1529,33265,269727.14761592285
4,4.0,5418,52012,1075574.0571596131
3,1.0,3691,20916,692870.158261676
8,3.0,2862,85045,641361.363624666
1,3.5,1933,55532,357375.6291951463
4,1.5,1874,57659,320576.0034106309
6,5.0,5183,99860,1011205.7431516903
1,3.5,4080,24003,659325.3700423638
2,4.0,3942,52634,755076.5575222448
6,4.5,1817,84992,404310.6028534471
1,1.0,2064,21369,385096.3880365016
6,4.5,5008,29329,942454.0740134858
2,2.5,4774,88754,814341.8688434443
8,4.5,5370,96700,1200000.0
3,3.5,613,22410,158099.44473537744
2,5.0,2893,39730,590170.0335046168
2,2.5,2645,12665,535786.5604192201
6,1.5,1637,49899,331417.1551926036
8,1.5,4728,47703,951509.815769561
7,3.0,2059,75951,426491.2129244778
5,5.0,856,34172,273512.08697611623
4,2.0,4729,12684,808256.3687459639
4,4.5,4673,83030,1018508.7367800203
3,2.5,1883,29750,345403.9204422687
3,3.5,4087,29887,811014.7813425028
4,3.5,2784,30826,529240.5435554885
5,2.0,958,16180,203493.59159839383
4,3.0,4391,56779,832815.9432950102
7,2.0,5449,78095,1158587.0104106467
5,1.0,3787,72288,599636.1515229434
3,4.0,5099,50905,931789.4557754388
1,2.5,1825,79507,452435.03901598084
6,4.0,2897,66068,621389.0621376242
7,2.0,877,28113,241425.0303034151
7,3.0,4807,52861,1064873.0708295784
8,3.0,2586,88487,590096.4380663815
3,1.5,4144,35617,739235.1871498167
3,1.5,3393,12583,672857.0566967876
2,2.5,991,36250,243730.94374557823
7,2.5,1568,13055,355629.7823098415
2,2.5,2790,82337,564414.0469956732
2,3.5,5751,44426,964178.5842559009
6,1.5,2828,70532,509604.4295211308
2,3.5,3226,99376,566054.1000435072
5,4.0,3445,19933,731973.2877196592
4,2.0,4964,41979,963132.9875394907
1,4.5,3907,55047,746182.5712651507
3,1.5,3200,14137,710324.8392509844
5,4.5,3280,21423,698726.9684265068
1,3.0,4970,99851,979121.4600027166
7,1.5,5438,44482,1159067.583413102
7,4.0,685,54156,272165.6817685203
7,1.5,3734,62483,610668.7496803844
5,3.5,5099,44754,1200000.0
5,2.0,2839,46312,676529.4738437426
3,5.0,3964,33363,917421.9344074788
4,2.0,2645,27085,567013.2991903158
8,2.0,1654,66889,419378.3022101376
2,3.0,4001,89951,862557.6548035551
7,4.0,4329,66414,833965.3133473871
6,4.5,3269,57052,748319.4196625327
4,4.0,875,96934,245101.00542102498
6,5.0,5346,42691,898355.3161044011
3,3.0,4690,82195,817118.6801833321
3,2.0,1705,96180,360884.86734687776
3,3.5,5281,64697,961210.0783147229
1,3.0,3532,13044,662865.3442847094
6,2.5,728,13883,219154.62386448585
4,1.5,4951,41712,977185.6479608475
8,4.0,4926,94860,1151891.262110191
4,3.0,4168,31545,783372.5678780278
5,2.5,5856,28204,843350.6743447853
5,4.5,3002,33268,705490.7135401446
7,5.0,2247,91298,471230.67193519435
8,5.0,4156,94383,903063.1411496938
5,2.0,4491,46139,946953.6805115562
3,2.0,2793,85652,514736.91264596034
4,3.0,2647,38436,513897.5434372846
6,3.0,3704,78324,839964.3146805486
3,1.5,4955,14125,861190.1597001917
1,1.0,2734,79142,415637.4522259878
5,4.5,1442,51534,280801.8670318628
3,2.0,2571,96842,584889.493206411
3,1.0,4960,52973,910021.6207783893
1,1.0,4503,86369,837003.7798682265
2,1.5,4213,97533,799725.2693165304
4,3.5,991,43521,285484.45639297296
6,3.5,2879,17488,571802.9593959046
7,2.0,1500,49974,388510.8780100603
2,2.5,5283,52448,873756.0463453351
5,1.5,3094,17938,580113.7285021092
3,1.5,1752,61113,358826.0651047192
8,4.0,1894,25770,427384.93402118323
1,1.0,1065,62635,261241.40544167426
1,4.0,5889,82171,1200000.0
8,1.0,2775,84165,684766.6514460418
4,3.5,3845,67822,884111.7790683552
2,2.0,5745,59934,1200000.0
7,4.5,1087,75526,316333.1453143036
4,3.5,3538,31487,670123.2192342811
8,1.5,3226,63319,733207.3933539095
3,4.5,1549,22869,373730.0516296998
8,3.0,5101,84755,1183689.0125230546
4,4.5,1649,50797,479661.0472512642
6,4.5,5802,66298,1068906.6625338902
1,3.5,4675,92209,986327.5148752839
1,1.5,5059,92299,808100.2498617613
5,4.5,1990,54933,517208.5362146625
5,3.5,1683,86579,368320.36072600586
8,3.5,5246,19570,981940.1578555271
7,4.5,2258,16886,438559.8464038842
3,1.0,4987,77494,897161.3875706831
6,1.5,2417,53087,614598.178620894
2,5.0,790,77719,194143.68216642732
4,4.5,1060,13774,326162.5995209666
7,4.0,3121,39018,641868.119687364
3,4.0,4076,95839,755270.9651707421
5,3.0,3305,24272,703963.9370360791
8,1.5,4966,32586,1158096.2544612386
4,3.5,1757,43545,405350.9856671501
5,2.0,4866,12566,998975.5441665348
8,2.5,627,86489,171460.15036000867
4,1.5,4831,75355,986084.6555190962
2,1.5,3572,41696,674332.125825673
3,4.5,3624,82940,786014.5896354048
4,4.5,5583,77117,1034820.9818888245
6,3.5,1864,89602,411874.28874719894
7,3.0,1455,50735,361855.86820931133
1,4.5,4625,83375,883568.3684831914
6,2.5,1851,60637,375538.6577942431
6,2.5,5204,32129,817845.2006234361
7,3.0,4470,40845,941375.0796621975
1,1.0,1926,89449,317011.0277276177
6,1.0,1625,76500,387068.35624230694
4,1.5,961,20739,217175.01459272037
4,4.5,1818,68172,396554.7849995219
4,4.0,1205,12673,260975.51594978958
1,5.0,2270,41171,507906.3747738973
6,3.0,5411,99179,1046638.8870636114
8,1.5,2897,20624,675119.4884023252
1,4.0,2794,76764,529118.1896828932
4,4.5,5043,62930,1034626.1859577051
7,4.0,1877,44608,418490.9394791153
6,4.0,998,59649,357158.14639339043
6,3.0,5895,92456,1030614.2206890533
5,1.5,2772,29689,566755.7707832863
5,3.5,3410,73503,712599.9934393072
2,2.5,3252,82660,561390.1066849019
8,1.5,3539,52124,697145.2333032588
8,5.0,1421,17587,343373.6294525796
3,4.0,5597,13527,1197061.6750453645
8,3.5,1544,43067,418993.6577817036
5,3.0,4078,61538,766412.5539362977
1,2.0,3379,79499,495459.23848173296
8,2.5,5029,47455,927206.8896367659
5,2.0,5739,30243,986719.9484251888
2,4.5,5050,42693,953424.7816112522
6,2.0,1796,79231,422552.5840235678
8,4.0,1812,84648,445938.4659318176
2,4.0,1423,42059,323502.9663061278
6,4.0,5721,68867,936050.5284357694
7,4.0,2496,82778,539637.0915347218
7,1.5,4863,85477,877238.328351293
6,2.0,3015,65283,794992.0191028008
8,5.0,1135,73853,364142.38690121705
3,2.0,3610,30001,651037.3239800618
5,1.5,3227,12700,676903.6271102825
1,5.0,4377,60157,838492.0235891577
1,5.0,1549,28085,309976.6889187841
4,2.5,4108,73883,806762.0565478662
6,5.0,4902,68147,877043.3649656749
1,2.0,1143,23339,229598.56629017688
8,4.0,4500,25834,821901.6884345836
3,4.0,4353,86620,917970.3138778799
6,4.5,4824,39543,881854.4798767155
3,2.5,2682,45930,513210.4525466761
8,2.0,3466,51074,853702.3979493411
1,2.0,2846,70673,474879.9097633647
1,3.0,2436,39044,406090.84219571226
4,1.0,676,88673,166122.31417514928
1,2.0,968,44905,255012.5848398933
6,3.5,5221,64004,1200000.0
8,2.0,948,72761,339467.09578385885
7,3.0,5201,81484,964460.1614437638
8,5.0,5338,93725,1200000.0
6,1.5,4933,98333,937332.9900100282
6,1.5,5999,79105,1078761.8961541003
4,3.5,2055,36012,464600.71630050184
4,3.5,2785,73696,616638.5420213732
1,4.5,4411,88513,1006825.121749857
2,1.5,3872,31694,575648.9157324306
8,5.0,4282,54388,978078.5290810697
8,1.5,2446,92368,510534.58699978015
2,1.0,2454,42835,515924.1367586671
4,1.5,3585,77398,630221.0042651606
1,4.0,5050,28186,1194018.7269173665
2,4.5,3225,39545,643818.9662435079
1,3.0,3494,54391,644214.4879939685
1,3.5,1158,83855,247483.17566252733
1,1.0,3496,55788,512331.501183457
5,3.5,2517,38401,604739.1641967432
6,4.5,1854,68611,484010.04843791947
1,2.0,2281,22202,389203.7464528051
5,1.0,5865,73368,869666.7627706986
4,2.5,5871,95658,1069026.1667438825
2,1.0,2414,43135,417433.98984463257
6,4.5,1262,98121,302833.59285322047
7,3.0,4716,73535,807343.7986223232
2,1.0,3925,24897,826624.1260589628
6,4.5,1841,31291,444190.1389623822
7,5.0,3743,63408,755811.1371743908
2,1.5,3637,83830,567014.6652090977
6,5.0,761,64093,256214.85538034383
2,4.5,4825,14507,971359.6606695106
2,4.0,2550,38854,490072.026303954
7,2.0,4920,25475,975997.7834400397
2,1.5,2381,54905,411338.65181817615
2,4.0,5275,89870,1200000.0
7,3.0,2077,94366,529472.4729730415
4,3.5,3630,94285,709708.5950985276
1,2.5,4586,50185,1024241.416187783
8,1.5,706,74398,230491.09288543733
3,5.0,3268,86593,681055.6711870932
5,2.0,5535,36427,1101058.4656723791
3,4.0,1764,65535,477380.8111170967
3,4.5,1757,86572,386794.5128952869
6,1.5,2846,73690,510163.268686387
1,3.5,1266,24060,278009.4977063968
6,4.5,2726,60641,561444.3767656542
1,4.0,3541,23607,597323.9211252249
7,2.0,1111,73560,269327.04754575435
7,1.0,849,74213,224025.6720191911
8,3.5,1488,99610,324887.9059332608
1,4.5,1623,71776,361999.0562098712
2,3.5,5294,58864,810313.5657645535
4,3.0,5448,95309,836207.5640836558
8,4.5,1199,42970,341648.7547220019
8,1.5,3622,38210,755350.4970624463
2,1.0,3130,54088,534165.190381341
